# Fichiers officiels ATIH — Manuel des GHM, version 2025 : annexe 8 (actes classants), annexe 11 (actes mineurs reclassant en GHM médical) et volume 2 par CMD (listes d'actes rattachées aux racines). Source : https://www.atih.sante.fr/manuel-des-ghm-2025-publication-bo
# Extraites le 2026-09-24 par scripts/extraire-referentiel-atih.py : données officielles reprises telles quelles.
# Une ligne par acte classant. racines_ghm = racines dans lesquelles l'acte est classant (volume 2) ; cmds_classantes = CMD de l'annexe 8.
# libelle_ghm = libellé abrégé employé par le manuel (les libellés complets relèvent de la CCAM, voir data/ccam-complete-2025.csv).
code_ccam;racines_ghm;cmds_classantes;reclassant_ghm_medical;libelle_ghm
ENFA005;05C06 05C10 05C11 10C08 17C06 21C05;05 10 17 21;non;CHANGT 1PONTAGE ART. 1MB +THROMBECTOMIE AXE ART. AB.
ENFA006;05C06 05C10 05C11 10C08 17C06 21C05;05 10 17 21;non;THROMBECTOMIE PONTAGE ART. 1MB SANS RÉFECTION ANAST.
ENFA007;01C05 08C27 17C06;01 08 17;non;EXÉRÈSE MALF. ART.VN INTRAPARENCH MOELLE ÉPIN. AB.
ENFF001;05K12 05K22 05K23 05K24 05K25 05K26;05;non;THROMBECTOMIE/EMBOLECTOMIE CATHÉ ART. 1PONTAGE
ENNF001;05K12 05K22 05K23 05K24 05K25 05K26;05;non;FIBRINOLYSE IN SITU 1PONTAGE ART. NON ANAT. DES MB
ENNH002;08K06;08;non;SCLÉROSE 1LÉS. VASC. VERTÉB. INJ. INTRALÉS.
ENSF001;01K02 01K07 05K12 05K22 05K23 05K24 05K25 05K26;01 05;non;EMBOL. 1MALF. VASC/1LÉS. VERTÉB. VASC.TRANSCUT.
ENSF002;01K02 01K07 05K12 05K22 05K23 05K24 05K25 05K26;01 05;non;EMBOL. MALF. ART.VN INTRAPARENCH MOELLE ÉPIN.
ENSF003;01K02 01K07 05K12 05K22 05K23 05K24 05K25 05K26;01 05;non;EMBOL. MALF. ART.VN DURALE SPINALE VASC.TRANSCUT.
EPCA001;05C21 10C08 11C09 22C03;05 10 11 22;non;SUPERFICIALISATION VN APRÈS CRÉATION 1FAV AB.
EPCA002;05C21 10C08 11C09 21C05 22C03;05 10 11 21 22;non;PONTAGE/ANGIOPLAST TR. VN AXIL.CLAV/FÉM. AVAL
EPFA001;01C08 03C16 03C17 03C29 05C18 08C21 08C61 09C25 09C33 09C34 17C07;01 03 05 08 09 17;non;EXÉRÈSE 1MALF. VN ÉTENDUE +RECONSTR. TISSULAIRE
EPFA004;01C08 03C16 03C17 03C29 05C18 08C21 09C25 09C33 09C34;01 03 05 08 09;non;EXÉRÈSE MALF. VN MUSC/OS. SANS RECONSTR.
EPFA005;05C17;05;non;EXÉRÈSE MALF. VN CUT. +/- SSCUT SANS RECONSTR.
EPLA002;05C21 10C08 11C09 21C05;05 10 11 21;oui;POSE 1CATHÉ CTR À DBLE COURANT PR CEC AB. DIRECT
EPLF003;05K14 11K07;05 11;non;POSE 1CATHÉ CTR PR CEC TRANSCUT.
EPLF004;05K14 11K07;05 11;non;POSE 2CATHÉ. CENTRAUX TUNNELLISÉS DS 1SEULE VN PR CEC
EPLF005;05K14 11K07;05 11;non;POSE 1CATHÉ CTR NON TUNNELLISÉ PR CEC TRANSCUT.
EPMA001;05C06 05C07 05C08 05C09 17C06;05 17;non;CORREC. 1ANOM. RETOUR VN SYSTÉMIQUE SANS PROTH.
EPMA002;05C06 05C07 05C08 05C09;05;non;CORREC. 1ANOM. RETOUR VN SYSTÉMIQUE +PROTH.
EPPF001;05K12 05K22 05K23 05K24 05K25 05K26;05;non;RECANALISATION VN DRAINAGE 1ACCÈS A-V SANS STENT
EPPF003;05K05 05K06;05;non;RECANALISATION VN DRAINAGE 1ACCÈS A-V +STENT
EQGA002;05C06 05C07 05C08 05C09;05;non;ABL. 1CEC PR ASSISTANCE CIRC. LONGUE DURÉE
EQGA003;05C06 05C07 05C08 05C09 17C07;05 17;non;ABL. DISPOSITIF ASSISTANCE CIRC. INT/EXT. SF
EQGA004;05C06 05C07 05C08 05C09;05;non;ABL. DISPOSITIF ASSISTANCE CIRC. SF CONTREPULSION
EQKA002;05C06 05C07 05C08 05C09 21C05;05 21;non;CHANGT 1SYST. ASSISTANCE CIRC. MÉC. VENTR. THOR.TOMIE
EQKA003;05C06 05C07 05C08 05C09 17C06 21C05;05 17 21;non;CHANGT 1SYST. ASSISTANCE CIRC. MÉC. VENTR.
EQLA001;05C06 05C07 05C08 05C09;05;non;POSE 1CEC PR ASSISTANCE CIRC. LONGUE DURÉE
EQLA002;05C06 05C07 05C08 05C09;05;non;POSE 1CEC URGENCE PR ASSISTANCE CIRC. AB. VASC. PÉRIPH.
EQLA003;05C06 05C07 05C08 05C09;05;non;POSE 1ASSISTANCE CIRC. MÉC. MONOVENTR. EXT. THOR.TOMIE
EQLA004;05C06 05C07 05C08 05C09;05;non;POSE 1ASSISTANCE CIRC. MÉC. MONOVENTR. EXT. THOR.TOMIE
EQLA005;05C06 05C07 05C08 05C09;05;non;POSE 1ASSISTANCE CIRC. MÉC. BIVENTR. EXT. THOR.TOMIE
EQLA006;05C06 05C07 05C08 05C09;05;non;POSE 1ASSISTANCE CIRC. MÉC. BIVENTR. EXT. THOR.TOMIE
EQLA007;05C06 05C07 05C08 05C09;05;non;POSE 1ASSISTANCE CIRC. MÉC. MONOVENTR. INT. THOR.TOMIE
EQLA008;05C06 05C07 05C08 05C09 17C07;05 17;non;POSE 1ASSISTANCE CIRC. MÉC. MONOVENTR. INT. THOR.TOMIE
EQLA009;05C06 05C07 05C08 05C09;05;non;POSE 1ASSISTANCE CIRC. MÉC. BIVENTR. INT. THOR.TOMIE
EQLA010;05C06 05C07 05C08 05C09 17C06;05 17;non;POSE 1PROTH. MÉC. BIVENTR. ORTHOTOPIQUE THOR.TOMIE
EQLA011;05C06 05C07 05C08 05C09;05;non;POSE DISPOSITIF INT. ASSISTANCE CIRC. SF CEC +VENTR.
EQLF004;05C02 05C04;05;non;POSE DISPOSITIF MESURE DES PRESSIONS COEUR DT
EQQF001;05C02 05C04 05K10 05K15;05;non;ENREG. PRESS. COEUR DT A.P +COEUR GCHE  V.V +CATHÉ
EQQF002;05C02 05C04 05K10 05K15;05;non;ENREG. PRESS. COEUR GCHE +AORT. CATHÉ ART.
EQQF003;05K10 05K15;05;non;ENREG. PRESS. INTRAVASCULAIRES PULM+SYSTÉMIQ
EQQF004;05C02 05C04 05K10 05K15;05;non;ENREG. PRESS. COEUR DT A.P +COEUR GCHE V.V +PERFO.
EQQF006;05C02 05C04 05K10 05K15;05;non;ENREG. PRESS. COEUR DT +A.P V.V
EQQH001;05C02 05C04 05K10 05K15;05;non;ENREG. PRESS. COEUR DT +A.P +INJ. PROD. CONTRASTE
EQQH002;05C02 05C04 05K10 05K15;05;non;ENREG. PRESS. COEUR GCHE +AORT. +INJ. PROD.
EQQH004;05C02 05C04 05K10 05K15;05;non;ENREG. PRESS. COEUR DT+A.P+COEUR GCHE+AONGIO V.V
EQQH005;05C02 05C04 05K10 05K15;05;non;PRESS CAV.DT A.P+CAV.GCHE +PROD CONTRASTE V.V
EQQH006;05C02 05C04 05K10 05K15;05;non;PRESS CAV.DT A.P+CAV.GCHE +PROD CONTRASTE V.V
EZAF001;05K12 05K22 05K23 05K24 05K25 05K26;05;non;DILAT. INTRALUMINALE 1ACCÈS A-V 1MB SANS STENT
EZAF002;05K05 05K06;05;non;DILAT. INTRALUMINALE 1ACCÈS A-V 1MB +STENT
EZBA001;05C21 10C08 11C09 21C05 22C03;05 10 11 21 22;non;RÉDUC. DÉBIT 1ACCÈS A-V +RÉFECTION ANAST. ART.
EZBA002;05C21 10C08 11C09 21C05 22C03;05 10 11 21 22;non;RÉDUC. VOL. 1ANÉVR. 1ACCÈS A-V
EZBA003;05C21 10C08 11C09 21C05 22C03;05 10 11 21 22;non;RÉDUC. DÉBIT 1ACCÈS A-V LIGATURE/RÉDUC. CALIBRE
EZCA002;05C21 10C08 11C09 21C05 22C03;05 10 11 21 22;non;EXCL. 1ACCÈS A-V +PONTAGE AB. DIRECT
EZCA003;05C21 10C08 11C09 21C05 22C03;05 10 11 21 22;non;PONTAGE ART.VN PR ACCÈS VASC. AB. DIRECT
EZCA004;05C21 10C08 11C09 21C05 22C03;05 10 11 21 22;non;PONTAGE/ANGIO.PLAST ÉLARGT 1ACCÈS A-V AB. DIRECT
EZFA001;05C18 08C29 08C46 09C25 09C33 09C34 21C05;05 08 09 21;oui;EXÉRÈSE MALF. ART.VN CUT. +/- SSCUT
EZFA002;05C21 11C09 21C05;05 11 21;non;EXÉRÈSE 1ACCÈS A-V SANS RECONSTR. VASC.
EZFA003;05C21 11C09 21C05;05 11 21;non;EXÉRÈSE 1ACCÈS A-V +RECONSTR. VASC.
EZFA004;05C18 08C29 08C46 09C25 09C33 09C34 21C05;05 08 09 21;oui;EXÉRÈSE MALF. ART.VN MUSC/OS.
EZGF001;05C02 05C04 05K12 05K22 05K23 05K24 05K25 05K26;05;non;ABL. 1ENDOPROTH. VASC/1FILTRE CAVE MIGRÉ COEUR/VSS
EZJF001;05K05 05K06;05;non;THROMBOASPI ACCÈS A-V MB +DILAT. INTRALUMINALE
EZJF002;05K12 05K22 05K23 05K24 05K25 05K26;05;non;THROMBOASPI ACCÈS A-V 1MB +DILAT. INTRALUMINALE
EZLA001;05K14 11K07;05 11;non;IMPLANT. SSCUT 1SITE ACCÈS VASC. PR CEC
EZMA001;05C21 10C08 11C09 21C05;05 10 11 21;non;CRÉATION 1FAV PR ACCÈS VASC. AB. DIRECT SUJET >20KG
EZMA002;05C21 10C08 11C09 21C05;05 10 11 21;non;CRÉATION 1FAV ACCÈS VASC AB DIRECT +SUPERFICIALISATION
EZMA003;05C21 10C08 11C09 21C05;05 10 11 21;non;CRÉATION 1FAV PR ACCÈS VASC. +SUPERFICIALISATION VN
EZMA004;05C21 10C08 11C09 21C05;05 10 11 21;non;CRÉATION 1FAV PR ACCÈS VASC. SANS SUPERFICIALISATION VN
EZNF001;05K12 05K22 05K23 05K24 05K25 05K26;05;non;FIBRINOLYSE IN SITU 1ACCÈS A-V 1MB+DILAT.
EZNF002;05K05 05K06;05;non;FIBRINOLYSE IN SITU 1ACCÈS A-V 1MB +DILAT+STENT
EZNF900;05K12 05K22 05K23 05K24 05K25 05K26;05;non;IRRAD. INTRAVASCULAIRE AU DÉCOURS 1DILAT. VSS
EZPA001;05C21 10C08 11C09 21C05;05 10 11 21;non;DÉSOBSTRUCTION 1ACCÈS A-V AB. DIRECT
EZPF003;05K05 05K06;05;non;DÉSOBSTRUCT.. 1ACCÈS A-V +DILAT. INTRALUMINALE
EZPF004;05K12 05K22 05K23 05K24 05K25 05K26;05;non;DÉSOBSTRUCTION MÉC. ACCÈS A-V +DILAT.
EZQA001;01C14 03C16 03C17 03C29 04C03 05C18 08C21 09C25 09C33 09C34 10C08 16C03 21C05;01 03 04 05 08 09 10 16 21;non;EXPLO. 1AXE VASC.NF DES MB/COU AB. DIRECT
EZSA001;05C21 11C09 21C05;05 11 21;non;FERM. 1ACCÈS A-V AB. DIRECT
EZSA002;05C21 10C08 11C09 21C05 22C03;05 10 11 21 22;non;HÉMOSTASE 1ACCÈS A-V AB. DIRECT
EZSA003;05C21 10C08 11C09 21C05 22C03;05 10 11 21 22;non;FERM. 1FAUX ANÉVR. 1ACCÈS A-V +RECONSTR. DES AXES
EZSA004;05C18 10C08 17C07 21C05;05 10 17 21;non;HÉMOSTASE IIRE À 1ACTE SUR LES VSSX DES MB AB. DIRECT
EZSA005;05C06 05C07 05C08 05C09 17C07;05 17;non;FERM. 1COMMUNICATION ART.VN TRONCULAIRE CONG. AB.
FAFA001;03C12 03C13 03C28;03;oui;ADÉNOÏDECTOMIE +POSE UNILAT. ATT
FAFA002;03C12 03C13 03C28;03;oui;ADÉNOÏDECTOMIE +POSE BILAT. ATT
FAFA005;03C12 03C13 03C27;03;oui;AMYGDALECTOMIE DISSECTION +ADÉNOÏDECTOMIE +POSE
FAFA006;03C10 03C11 03C12 03C13 03C27;03;oui;AMYGDALECTOMIE DISSECTION +ADÉNOÏDECTOMIE
FAFA007;03C12 03C13 03C27;03;oui;EXÉRÈSE MOIGNON AMYGDALIEN
FAFA008;03C10 03C11 03C12 03C13 03C28;03;oui;ADÉNOÏDECTOMIE
FAFA010;03C12 03C13 03C27;03;oui;AMYGDALECTOMIE DISSECTION +ADÉNOÏDECTOMIE +POSE
FAFA013;03C10 03C11 03C12 03C13 03C28;03;oui;ADÉNOÏDECTOMIE +MYRINGOTOMIE
FAFA014;03C10 03C11 03C12 03C13 03C27;03;oui;AMYGDALECTOMIE DISSECTION
FAFA015;03C10 03C11 03C12 03C13 03C27;03;oui;AMYGDALECTOMIE DISSECTION +ADÉNOÏDECTOMIE
FAND001;03K04;03;non;SÉANCE DESTRUC. TISSU AMYGDALIEN
FASD001;03C12 03C13 03C27 21C05;03 21;oui;HÉMOSTASE IIRE À 1AMYGDALECTOMIE/1ADÉNOÏDECTOMIE
FBFA001;01C08 04C02 10C08 16C03 17C07;01 04 10 16 17;non;EXÉRÈSE THYMUS VESTIGIAL CERV.TOMIE
FBFA003;01C08 04C02 10C08 16C03 17C06;01 04 10 16 17;non;EXÉRÈSE THYMUS VESTIGIAL THOR.TOMIE
FBFA900;01C08 04C02 10C08 16C03 17C07;01 04 10 16 17;non;EXÉRÈSE THYMUS VESTIGIAL THOR.TOMIE +PRÉPA.
FBFC900;01C08 04C04 10C08 16C03 17C07;01 04 10 16 17;non;EXÉRÈSE THYMUS VESTIGIAL THOR.SCOPIE
FCCA001;05C18 08C21 09C14 16C03 21C05;05 08 09 16 21;non;DÉRIV. LYMPHOLYMPHATIQUE/LYMPHOVEINEUSE 1MB AB.
FCFA001;03C16 03C17 03C29 04C03 05C18 08C29 08C42 09C14 16C03;03 04 05 08 09 16;non;EXÉRÈSE LYMPHANGIOME CERV.
FCFA002;03C16 03C17 03C29 04C03 06C15 08C21 09C14 10C08 16C03;03 04 06 08 09 10 16;non;CURAGE GGL. MÉDIAST. SUP. CERV.TOMIE
FCFA003;03C16 03C17 03C29 04C02 05C18 06C15 08C29 08C42 08C61 09C14 16C03 17C07;03 04 05 06 08 09 16 17;non;EXÉRÈSE LYMPHANGIOME CERV. +EXTENSION MÉDIAST.
FCFA004;04C02 09C14 10C08 16C03 17C06;04 09 10 16 17;non;CURAGE GGL. MÉDIAST. THOR.TOMIE
FCFA005;03C25 04C03 06C15 08C21 08C61 09C14 10C08 16C03 17C07;03 04 06 08 09 10 16 17;non;CURAGE GGL. CERV. CPLT +RÉCURRENT UNILAT.
FCFA006;06C21 08C21 08C61 10C08 11C02 11C03 12C11 12C12 13C14 13C15 16C03 17C06;06 08 10 11 12 13 16 17;non;CURAGE GGL. PELV. LAPARO
FCFA007;09C14 16C03 17C07 21C05;09 16 17 21;non;LYMPHANGECTOMIE 1MB AB. DIRECT
FCFA008;03C26 04C03 06C15 08C21 08C61 09C14 10C08 16C03 17C07;03 04 06 08 09 10 16 17;non;CURAGE GGL. CERV. CPLT UNILAT. CERV.TOMIE
FCFA009;03C25 04C03 06C15 08C21 08C61 09C14 10C08 16C03 17C07;03 04 06 08 09 10 16 17;non;CURAGE GGL. CERV. CPLT +RÉCURRENT BILAT.
FCFA010;06C21 08C21 09C14 10C08 11C02 11C03 12C11 12C12 13C14 13C15 16C03 17C06;06 08 09 10 11 12 13 16 17;non;CURAGE GGL. LOMBOAORT. LAPARO
FCFA011;06C15 08C21 08C61 09C14 11C08 12C09 12C10 13C13 16C03 17C07;06 08 09 11 12 13 16 17;non;CURAGE GGL. INGUINAL AB. DIRECT
FCFA012;03C16 03C17 03C29 04C03 06C15 07C08 08C21 09C23 09C33 09C34 10C08 11C08 12C09 12C10 13C13 16C03;03 04 06 07 08 09 10 11 12 13 16;oui;EXÉRÈSE GGL COU DIAG. CERV.TOMIE
FCFA013;03C25 04C03 06C15 08C21 09C14 10C08 16C03 17C06;03 04 06 08 09 10 16 17;non;CURAGE GGL. CERV. CPLT BILAT. CERV.TOMIE
FCFA014;03C16 03C17 03C29 04C03 05C18 06C15 08C29 08C42 08C61 09C14 16C03 17C07;03 04 05 06 08 09 16 17;non;EXÉRÈSE LYMPHANGIOME CERV.PAROT +EXTENSION
FCFA015;03C16 03C17 03C29 04C03 05C18 06C15 08C29 08C42 08C61 09C14 16C03;03 04 05 06 08 09 16;non;EXÉRÈSE LYMPHANGIOME CERV.PAROT
FCFA016;03C16 03C17 03C29 04C03 06C15 08C21 09C14 10C08 16C03;03 04 06 08 09 10 16;non;CURAGE GGL. CERV. PART. UNILAT. CERV.TOMIE
FCFA018;03C16 03C17 03C29 04C03 06C15 07C08 08C21 09C14 10C08 11C08 12C09 12C10 13C13 16C03;03 04 06 07 08 09 10 11 12 13 16;non;EXÉRÈSE GGL DES MB THÉRAP. AB. DIRECT
FCFA019;06C21 08C21 08C61 09C14 10C08 11C02 11C03 12C11 12C12 13C14 13C15 16C03 17C06;06 08 09 10 11 12 13 16 17;non;CURAGE GGL. ILIAQ LAPARO
FCFA020;03C16 03C17 03C29 04C03 06C15 08C21 09C14 10C08 16C03 17C07;03 04 06 08 09 10 16 17;non;CURAGE GGL. CERV. PART. BILAT. CERV.TOMIE
FCFA021;03C16 03C17 03C29 04C03 06C15 07C08 08C21 09C23 09C33 09C34 10C08 11C08 12C09 12C10 13C13 16C03;03 04 06 07 08 09 10 11 12 13 16;non;EXÉRÈSE GGL DES MB DIAG. AB. DIRECT
FCFA022;06C21 08C21 08C61 09C14 10C08 11C02 11C03 12C11 12C12 13C14 13C15 16C03 17C06;06 08 09 10 11 12 13 16 17;non;CURAGE GGL. LOMBOAORT. +CURAGE ILIAQ LAPARO
FCFA023;03C16 03C17 03C29 04C02 05C18 06C15 08C29 08C42 08C61 09C14 16C03 17C07;03 04 05 06 08 09 16 17;non;EXÉRÈSE LYMPHANGIOME CERV.PAROT +EXTENS
FCFA024;03C16 03C17 03C29 05C18 08C29 08C46 09C25 09C33 09C34 16C03;03 05 08 09 16;non;EXÉRÈSE 1LYMPHANGIOME SUPERF.
FCFA025;03C25 04C03 06C15 08C21 09C14 10C08 16C03 17C07;03 04 06 08 09 10 16 17;non;CURAGE GGL. CERV. CPLT UNILAT. +CURAGE PART.
FCFA026;03C16 03C17 03C29 04C03 05C18 06C15 08C29 08C42 09C14 16C03;03 04 05 06 08 09 16;non;EXÉRÈSE LYMPHANGIOME CERV.FAC SANS DISSECTION NF
FCFA027;03C26 04C03 06C15 08C21 08C61 09C14 10C08 16C03 17C07;03 04 06 08 09 10 16 17;non;CURAGE CERV. UNILAT ÉLARGI (MUSC NF CAROTIDE EXT
FCFA028;03C16 03C17 03C29 04C03 06C15 07C08 08C21 09C14 10C08 11C08 12C09 12C10 13C13 16C03;03 04 06 07 08 09 10 11 12 13 16;non;EXÉRÈSE GGL COU THÉRAP. CERV.TOMIE
FCFA029;06C15 08C21 08C61 09C14 16C03 17C07;06 08 09 16 17;non;CURAGE GGL. AXIL. AB. DIRECT
FCFC001;06C15 08C21 08C61 09C14 11C02 11C03 12C11 12C12 13C14 13C15 16C03 17C07;06 08 09 11 12 13 16 17;non;CURAGE GGL. ILIAQ COELIO
FCFC002;03C16 03C17 03C29 04C02 06C15 07C08 08C21 09C14 10C08 11C08 12C09 12C10 13C13 16C03;03 04 06 07 08 09 10 11 12 13 16;non;EXÉRÈSE GGL MÉDIAST. THOR.SCOPIE/MÉDIASTINOSCOPIE
FCFC003;06C15 08C21 09C14 10C08 11C02 11C03 12C11 12C12 13C14 13C15 16C03 17C07;06 08 09 10 11 12 13 16 17;non;CURAGE GGL. PELV. COELIO
FCFC004;06C15 08C21 08C61 09C14 10C08 11C02 11C03 12C11 12C12 13C14 13C15 16C03 17C07;06 08 09 10 11 12 13 16 17;non;CURAGE GGL. LOMBOAORT. +CURAGE ILIAQ COELIO
FCFC005;06C15 08C21 09C14 10C08 11C02 11C03 12C11 12C12 13C14 13C15 16C03 17C07;06 08 09 10 11 12 13 16 17;non;CURAGE GGL. LOMBOAORT. COELIO
FCPA001;08C21 09C14 16C03;08 09 16;non;MISE À PLAT 1LYMPHOCÈLE 1MB +LYMPHOSTASE AB. DIRECT
FCSA001;04C02 16C03 17C06 21C05;04 16 17 21;non;FERM. FISTULE/LIGATURE CONDUIT THOR. THOR.TOMIE
FCSA002;04C03 16C03 17C07 21C05;04 16 17 21;non;LIGATURE CONDUIT THOR. CERV.TOMIE
FCSC001;04C04 16C03 17C06 21C05;04 16 17 21;non;FERM. FISTULE/LIGATURE CONDUIT THOR. THOR.SCOPIE
FELF009;27Z02 27Z03 27Z04;27;non;INJ. IV 1PROD. THÉRAPIE CELL. PR ALLOGREFFE FELF010      /0 INJ. IV 1PROD. THÉRAPIE CELL. PR GREF.
FELF010;;27;non;
FENL001;17K09;17 28;non;IRRAD. INT. PR POLYGLOBULIE INJ. IV PHOSPHORE 32
FFFA001;05C06 05C10 05C11 06C21 16C02 17C06 21C05;05 06 16 17 21;non;SPLÉNECTOMIE TOT. LAPARO
FFFA002;05C06 05C10 05C11 16C02 17C06 21C05;05 16 17 21;non;SPLÉNECTOMIE PART. LAPARO
FFFC001;06C15 16C02 17C06 21C05;06 16 17 21;non;SPLÉNECTOMIE TOT. COELIO.
FFFC420;16C02 17C06 21C05;16 17 21;non;SPLÉNECTOMIE PART. COELIO.
FFJA001;16C02 17C07 21C05;16 17 21;non;ÉVAC. COLLECTION RATE LAPARO
FFJC001;16C02 17C07 21C05;16 17 21;non;ÉVAC. COLLECTION RATE COELIO.
FFSA001;16C02 17C06 21C05;16 17 21;non;HÉMOSTASE SPLÉNIQUE +CONSERV. RATE LAPARO
FFSC272;16C02 17C06 21C05;16 17 21;non;HÉMOSTASE SPLÉNIQUE +CONSERV. RATE  COELIO.
GAEA001;03C16 03C17 03C29 09C25 09C32 21C05 22C03;03 09 21 22;non;REPOS. FRAGMT NEZ AMPUTÉ SANS ANAST. VASC.
GAEA002;03C16 03C17 03C29 09C09 09C25 21C05 22C03;03 09 21 22;non;RÉIMPLANT. FRAGMT NEZ +ANAST. VASC.
GAFA001;03C16 03C17 03C29 09C25 09C32;03 09;non;EXCISION/DÉCORTICATION 1RHINOPHYMA LASER
GAFA002;03C16 03C17 03C29 09C25 09C32 21C05 22C03;03 09 21 22;non;EXÉRÈSE PART/TOT. POINTE +/- AILE NEZ
GAFA003;03C16 03C17 03C29 09C25 09C32;03 09;non;EXCISION/DÉCORTICATION 1RHINOPHYMA SANS LASER
GAFA004;03C16 03C17 03C29 09C09 09C23 17C07 21C05 22C03;03 09 17 21 22;non;AMPUT. PYRAMIDE NASALE ÉTENDUE AU PHILTRUM +/- À
GAFA005;03C16 03C17 03C29 09C25 09C32 21C05 22C03;03 09 21 22;non;EXÉRÈSE TRANSFIXIANTE LÉS. PEAU NEZ +/- MUQ. NARINAIRE
GAFA006;03C06 03C07;03;non;EXÉRÈSE LÉS/MALF. CAV. NASALE AB. LAT.NASAL
GAFA007;03C16 03C17 03C29 09C25 09C32 21C05 22C03;03 09 21 22;non;EXÉRÈSE NON TRANSFIXIANTE LÉS. PEAU NEZ/MUQ. NARINAIRE
GAFA008;03C16 03C17 03C29 09C23 09C32 21C05 22C03;03 09 21 22;non;AMPUT. PYRAMIDE NASALE
GAFA009;03C16 03C17 03C29 09C25 09C27 09C28 09C29 09C30 09C31;03 09;non;EXÉRÈSE 1FISTULE CONG. COLUMELLE NASALE/LÈVRE SUP.
GAFA010;01C03 01C04 01C11 01C12 03C16 03C17 03C29 17C07;01 03 17;non;EXÉRÈSE 1FIST/KYSTE CONG DOS NEZ +PROLONGT
GAFA011;03C16 03C17 03C29 09C25 09C27 09C28 09C29 09C30 09C31;03 09;non;EXÉRÈSE 1FIST/KYSTE CONG DOS NEZ AB. FACIAL
GAMA001;03C09 08C21 09C09 09C25 21C05 22C03;03 08 09 21 22;non;RHINOSEPTOPLASTIE SANS O.TOMIE SANS GREF. CART.
GAMA002;03C16 03C17 03C29 09C09 09C23 21C05 22C03;03 09 21 22;non;RÉPAR. NEZ LAMBEAU FRONTAL À PÉD. INF.
GAMA003;03C09 08C21 09C09 09C25 21C05 22C03;03 08 09 21 22;non;RHINOPLASTIE SANS O.TOMIE +GREF. CART. SEPTUM
GAMA004;03C09 08C21 09C09 09C25 21C05 22C03;03 08 09 21 22;non;RHINOSEPTOPLASTIE +O.TOMIE SANS GREF. CART.
GAMA005;03C09 08C21 09C25 09C32 21C05 22C03;03 08 09 21 22;non;PLASTIE OSTÉO-CUTANÉO-CARTILAGINEUSE PR STÉNOSE
GAMA006;03C16 03C17 03C29 09C09 09C23 17C07 21C05 22C03;03 09 17 21 22;non;RÉPAR. NEZ LAMBEAU SCALPANT +LAMBEAU
GAMA007;03C09 08C21 21C05;03 08 21;non;SEPTOPLASTIE NASALE
GAMA008;03C09 08C21 09C09 09C25 21C05 22C03;03 08 09 21 22;non;RHINOPLASTIE PRIMITIVE POINTE
GAMA009;03C09 08C21 09C25 09C32 21C05;03 08 09 21;non;PLASTIE NARINAIRE PR COLLAPSUS VALVE NASALE INT.
GAMA010;03C09 08C21 09C09 09C25 21C05 22C03;03 08 09 21 22;non;RHINOSEPTOPLASTIE +GREF. OS. +CART.
GAMA011;03C16 03C17 03C29 17C07;03 17;non;RECONSTR. CAV. NASALE PR HYPOPLASIE/APLASIE CHEZ
GAMA012;03C16 03C17 03C29 09C25 09C32 21C05 22C03;03 09 21 22;non;RÉPAR. NEZ LAMBEAU RÉG.
GAMA013;03C09 08C21 09C09 09C25 21C05 22C03;03 08 09 21 22;non;RHINOPLASTIE +O.TOMIE +GREF. CART. SEPTUM NASAL
GAMA014;03C16 03C17 03C29 09C09 09C23 17C07 21C05 22C03;03 09 17 21 22;non;RÉPAR. NEZ LAMBEAU SCALPANT
GAMA015;03C16 03C17 03C29 08C21 09C25 09C32;03 08 09;non;PLASTIE NARINAIRE PR COLLAPSUS VALVE NASALE INT.
GAMA016;03C09 08C21 09C09 09C25 21C05 22C03;03 08 09 21 22;non;RHINOSEPTOPLASTIE +O.TOMIE +GREF. CART. SEPTUM NASAL
GAMA017;03C16 03C17 03C29 08C21 09C25 09C32 17C06;03 08 09 17;non;PLASTIE DES ORIFICES PIRIFORMES NEZ CHEZ NOURRISSON
GAMA018;03C16 03C17 03C29 09C25 09C32 21C05 22C03;03 09 21 22;non;RÉPAR. NEZ LAMBEAU LOC.
GAMA019;03C16 03C17 03C29 09C25 09C32 21C05 22C03;03 09 21 22;non;RÉPAR. NEZ GREF. COMPOSÉE AURICULE
GAMA020;03C09 08C21 09C09 09C25 21C05 22C03;03 08 09 21 22;non;RHINOSEPTOPLASTIE SANS O.TOMIE +GREF. CART. SEPTUM
GAMA021;03C16 03C17 03C29 09C09 09C23 21C05 22C03;03 09 21 22;non;RECONSTR. NEZ/PTE +ARMATURE O.CHONDRAL LAMBEAU
GAMA022;03C09 08C21 09C25 09C32 21C05 22C03;03 08 09 21 22;non;CORREC. IIRE RÉS. ESTHÉTIQUE 1RHINOPLASTIE
GAMA023;03C16 03C17 03C29 09C23 09C32 21C05 22C03;03 09 21 22;non;RÉPAR. NEZ LAMBEAU BRACHIAL À PÉD. TRANSIT
GAMA024;03C09 08C21 09C09 09C25 21C05 22C03;03 08 09 21 22;non;RHINOPLASTIE +O.TOMIE SANS GREF. CART.
GAMA025;03C16 03C17 03C29 08C21 09C09 09C25;03 08 09;non;CORREC. SÉQUEL. NARINAIRE 1FENTE LMP UNILAT.
GAMA026;03C16 03C17 03C29 08C21 09C09 09C25;03 08 09;non;CORREC. SÉQUEL. NARINAIRE 1FENTE LMP BILAT.
